samples,mini_batches,train_loss,lr
9833,629,0.233,0.001
9849,630,0.1906,0.001
9865,631,0.1572,0.001
9881,632,0.2026,0.001
9897,633,0.2341,0.001
9913,634,0.1758,0.001
9929,635,0.223,0.001
9945,636,0.1647,0.001
9961,637,0.2763,0.001
9977,638,0.1725,0.001
9993,639,0.1621,0.001
10009,640,0.2864,0.001
10025,641,0.3403,0.001
10041,642,0.2219,0.001
10057,643,0.3929,0.001
10073,644,0.226,0.001
10089,645,0.3012,0.001
10098,646,0.2016,0.001
10114,647,0.2639,0.001
10130,648,0.1799,0.001
10146,649,0.2207,0.001
10162,650,0.1412,0.001
10178,651,0.2824,0.001
10194,652,0.1371,0.001
10210,653,0.1405,0.001
10226,654,0.4684,0.001
10242,655,0.1736,0.001
10258,656,0.1968,0.001
10274,657,0.1183,0.001
10290,658,0.0673,0.001
10306,659,0.111,0.001
10322,660,0.202,0.001
10338,661,0.3632,0.001
10354,662,0.3314,0.001
10370,663,0.2637,0.001
10386,664,0.2801,0.001
10395,665,0.3086,0.001
10411,666,0.3102,0.001
10427,667,0.2735,0.001
10443,668,0.1267,0.001
10459,669,0.1562,0.001
10475,670,0.1902,0.001
10491,671,0.2545,0.001
10507,672,0.3757,0.001
10523,673,0.1867,0.001
10539,674,0.2081,0.001
10555,675,0.2075,0.001
10571,676,0.2079,0.001
10587,677,0.1372,0.001
10603,678,0.3585,0.001
10619,679,0.1433,0.001
10635,680,0.1439,0.001
10651,681,0.1134,0.001
10667,682,0.2819,0.001
10683,683,0.1975,0.001
10692,684,0.1057,0.001
10708,685,0.2474,0.001
10724,686,0.2523,0.001
10740,687,0.2621,0.001
10756,688,0.05,0.001
10772,689,0.3723,0.001
10788,690,0.1186,0.001
10804,691,0.253,0.001
10820,692,0.1935,0.001
10836,693,0.1256,0.001
10852,694,0.1387,0.001
10868,695,0.2454,0.001
10884,696,0.223,0.001
10900,697,0.1474,0.001
10916,698,0.0694,0.001
10932,699,0.1529,0.001
10948,700,0.0924,0.001
10964,701,0.1685,0.001
10980,702,0.063,0.001
10989,703,0.2994,0.001
11005,704,0.2457,0.001
11021,705,0.0925,0.001
11037,706,0.4875,0.001
11053,707,0.1972,0.001
11069,708,0.1478,0.001
11085,709,0.1581,0.001
11101,710,0.1445,0.001
11117,711,0.0671,0.001
11133,712,0.0794,0.001
11149,713,0.0911,0.001
11165,714,0.3519,0.001
11181,715,0.3938,0.001
11197,716,0.0582,0.001
11213,717,0.0483,0.001
11229,718,0.0669,0.001
11245,719,0.1468,0.001
11261,720,0.1011,0.001
11277,721,0.1454,0.001
11286,722,0.0832,0.001
11302,723,0.1886,0.001
11318,724,0.0905,0.001
11334,725,0.1124,0.001
11350,726,0.1461,0.001
11366,727,0.1652,0.001
11382,728,0.1769,0.001
11398,729,0.1573,0.001
11414,730,0.1194,0.001
11430,731,0.1189,0.001
11446,732,0.087,0.001
11462,733,0.2182,0.001
11478,734,0.0739,0.001
11494,735,0.0975,0.001
11510,736,0.1404,0.001
11526,737,0.1369,0.001
11542,738,0.2057,0.001
11558,739,0.3546,0.001
11574,740,0.2294,0.001
11583,741,0.2139,0.001
11599,742,0.1991,0.001
11615,743,0.1287,0.001
11631,744,0.1554,0.001
11647,745,0.1683,0.001
11663,746,0.1186,0.001
11679,747,0.2604,0.001
11695,748,0.2132,0.001
11711,749,0.0789,0.001
11727,750,0.1552,0.001
11743,751,0.1033,0.001
11759,752,0.0817,0.001
11775,753,0.1065,0.001
11791,754,0.1026,0.001
11807,755,0.1837,0.001
11823,756,0.1142,0.001
11839,757,0.1798,0.001
11855,758,0.1966,0.001
11871,759,0.066,0.001
11880,760,0.0794,0.001
11896,761,0.132,0.001
11912,762,0.1614,0.001
11928,763,0.2433,0.001
11944,764,0.1666,0.001
11960,765,0.0828,0.001
11976,766,0.1384,0.001
11992,767,0.0872,0.001
12008,768,0.1188,0.001
12024,769,0.0851,0.001
12040,770,0.0543,0.001
12056,771,0.1994,0.001
12072,772,0.2506,0.001
12088,773,0.0959,0.001
12104,774,0.0485,0.001
12120,775,0.1616,0.001
12136,776,0.0902,0.001
12152,777,0.1252,0.001
12168,778,0.093,0.001
12177,779,0.0907,0.001
12193,780,0.0697,0.001
12209,781,0.1358,0.001
12225,782,0.12,0.001
12241,783,0.1694,0.001
12257,784,0.0739,0.001
12273,785,0.0689,0.001
12289,786,0.078,0.001
12305,787,0.1278,0.001
12321,788,0.2559,0.001
12337,789,0.0762,0.001
12353,790,0.0945,0.001
12369,791,0.0607,0.001
12385,792,0.0961,0.001
12401,793,0.1255,0.001
12417,794,0.0503,0.001
12433,795,0.1321,0.001
12449,796,0.1148,0.001
12465,797,0.2087,0.001
12474,798,0.1909,0.001
12490,799,0.1039,0.001
12506,800,0.1897,0.001
12522,801,0.1,0.001
12538,802,0.0661,0.001
12554,803,0.1259,0.001
12570,804,0.1446,0.001
12586,805,0.0664,0.001
12602,806,0.0846,0.001
12618,807,0.1549,0.001
12634,808,0.3156,0.001
12650,809,0.0335,0.001
12666,810,0.0842,0.001
12682,811,0.0779,0.001
12698,812,0.0779,0.001
12714,813,0.1514,0.001
12730,814,0.0676,0.001
12746,815,0.1036,0.001
12762,816,0.0493,0.001
12771,817,0.0656,0.001
12787,818,0.0502,0.001
12803,819,0.0984,0.001
12819,820,0.0493,0.001
12835,821,0.1377,0.001
12851,822,0.0712,0.001
12867,823,0.1232,0.001
12883,824,0.0772,0.001
12899,825,0.0496,0.001
12915,826,0.1355,0.001
12931,827,0.0794,0.001
12947,828,0.1057,0.001
12963,829,0.0634,0.001
12979,830,0.16,0.001
12995,831,0.1683,0.001
13011,832,0.0486,0.001
13027,833,0.1465,0.001
13043,834,0.1798,0.001
13059,835,0.0481,0.001
13068,836,0.0759,0.001
13084,837,0.0519,0.001
13100,838,0.0587,0.001
13116,839,0.0391,0.001
13132,840,0.0508,0.001
13148,841,0.1102,0.001
13164,842,0.0954,0.001
13180,843,0.0818,0.001
13196,844,0.0965,0.001
13212,845,0.0976,0.001
13228,846,0.1455,0.001
13244,847,0.0304,0.001
13260,848,0.0696,0.001
13276,849,0.1395,0.001
13292,850,0.1106,0.001
13308,851,0.098,0.001
13324,852,0.0948,0.001
13340,853,0.0712,0.001
13356,854,0.1524,0.001
13365,855,0.1066,0.001
13381,856,0.1288,0.001
13397,857,0.1179,0.001
13413,858,0.0663,0.001
13429,859,0.0693,0.001
13445,860,0.0558,0.001
13461,861,0.0599,0.001
13477,862,0.0722,0.001
13493,863,0.0774,0.001
13509,864,0.0684,0.001
13525,865,0.0553,0.001
13541,866,0.1191,0.001
13557,867,0.066,0.001
13573,868,0.0764,0.001
13589,869,0.0631,0.001
13605,870,0.1066,0.001
13621,871,0.1622,0.001
13637,872,0.1573,0.001
13653,873,0.0295,0.001
13662,874,0.0301,0.001
13678,875,0.0231,0.001
13694,876,0.0582,0.001
13710,877,0.0905,0.001
13726,878,0.0462,0.001
13742,879,0.1757,0.001
13758,880,0.0428,0.001
13774,881,0.0445,0.001
13790,882,0.0669,0.001
13806,883,0.0876,0.001
13822,884,0.0457,0.001
13838,885,0.0194,0.001
13854,886,0.0365,0.001
13870,887,0.2189,0.001
13886,888,0.0336,0.001
13902,889,0.0528,0.001
13918,890,0.0709,0.001
13934,891,0.0983,0.001
13950,892,0.1993,0.001
13959,893,0.0708,0.001
13975,894,0.0865,0.001
13991,895,0.0758,0.001
14007,896,0.041,0.001
14023,897,0.0828,0.001
14039,898,0.0411,0.001
14055,899,0.0472,0.001
14071,900,0.0425,0.001
14087,901,0.0612,0.001
14103,902,0.0233,0.001
14119,903,0.1054,0.001
14135,904,0.1364,0.001
14151,905,0.2502,0.001
14167,906,0.054,0.001
14183,907,0.0551,0.001
14199,908,0.031,0.001
14215,909,0.1195,0.001
14231,910,0.0382,0.001
14247,911,0.0575,0.001
14256,912,0.0336,0.001
14272,913,0.1019,0.001
14288,914,0.042,0.001
14304,915,0.0739,0.001
14320,916,0.0781,0.001
14336,917,0.036,0.001
14352,918,0.0277,0.001
14368,919,0.0518,0.001
14384,920,0.0149,0.001
14400,921,0.0657,0.001
14416,922,0.036,0.001
14432,923,0.0759,0.001
14448,924,0.061,0.001
14464,925,0.1142,0.001
14480,926,0.0243,0.001
14496,927,0.0574,0.001
14512,928,0.219,0.001
14528,929,0.0824,0.001
14544,930,0.0249,0.001
14553,931,0.0737,0.001
14569,932,0.0623,0.001
14585,933,0.021,0.001
14601,934,0.0505,0.001
14617,935,0.1381,0.001
14633,936,0.0436,0.001
14649,937,0.0546,0.001
14665,938,0.0563,0.001
14681,939,0.0403,0.001
14697,940,0.0481,0.001
14713,941,0.097,0.001
14729,942,0.1207,0.001
14745,943,0.0344,0.001
14761,944,0.0535,0.001
14777,945,0.0238,0.001
14793,946,0.1109,0.001
14809,947,0.0186,0.001
14825,948,0.0743,0.001
14841,949,0.0404,0.001
14850,950,0.0749,0.001
